"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
13,Georgia,1998,4,"5,826,087","4,028,511",69.1,"3,857,869",66.2,"170,642",4.2
15,Hawaii,1998,4,"894,116","601,017",67.2,"566,451",63.4,"34,566",5.8
16,Idaho,1998,4,"913,013","647,156",70.9,"613,170",67.2,"33,986",5.3
17,Illinois,1998,4,"9,214,892","6,308,268",68.5,"6,031,298",65.5,"276,970",4.4
18,Indiana,1998,4,"4,532,739","3,114,296",68.7,"3,024,086",66.7,"90,210",2.9
19,Iowa,1998,4,"2,210,810","1,593,101",72.1,"1,548,264",70,"44,837",2.8
20,Kansas,1998,4,"1,971,182","1,393,435",70.7,"1,342,178",68.1,"51,257",3.7
21,Kentucky,1998,4,"3,027,978","1,919,548",63.4,"1,834,229",60.6,"85,319",4.4
22,Louisiana,1998,4,"3,258,129","2,027,854",62.2,"1,916,063",58.8,"111,791",5.5
23,Maine,1998,4,"974,683","652,019",66.9,"622,728",63.9,"29,291",4.5
24,Maryland,1998,4,"3,911,467","2,764,293",70.7,"2,642,141",67.5,"122,152",4.4
25,Massachusetts,1998,4,"4,846,007","3,313,710",68.4,"3,200,673",66,"113,037",3.4
26,Michigan,1998,4,"7,424,976","5,007,596",67.4,"4,818,433",64.9,"189,163",3.8
27,Minnesota,1998,4,"3,616,506","2,713,223",75,"2,641,816",73,"71,407",2.6
28,Mississippi,1998,4,"2,063,189","1,276,679",61.9,"1,209,345",58.6,"67,334",5.3
29,Missouri,1998,4,"4,157,155","2,947,282",70.9,"2,820,120",67.8,"127,162",4.3
30,Montana,1998,4,"675,627","460,187",68.1,"434,324",64.3,"25,863",5.6
31,Nebraska,1998,4,"1,264,376","923,832",73.1,"901,691",71.3,"22,141",2.4
32,Nevada,1998,4,"1,402,561","968,803",69.1,"926,834",66.1,"41,969",4.3
33,New Hampshire,1998,4,"917,572","656,646",71.6,"638,160",69.5,"18,486",2.8
34,New Jersey,1998,4,"6,341,824","4,231,858",66.7,"4,030,872",63.6,"200,986",4.7
35,New Mexico,1998,4,"1,313,224","834,336",63.5,"781,674",59.5,"52,662",6.3
36,New York,1998,4,"14,363,088","9,060,216",63.1,"8,544,599",59.5,"515,617",5.7
51000,New York city,1998,4,"6,064,501","3,555,054",58.6,"3,269,159",53.9,"285,895",8
37,North Carolina,1998,4,"5,918,708","3,959,466",66.9,"3,814,147",64.4,"145,319",3.7
38,North Dakota,1998,4,"486,198","347,669",71.5,"337,960",69.5,"9,709",2.8
39,Ohio,1998,4,"8,567,938","5,706,691",66.6,"5,462,809",63.8,"243,882",4.3
40,Oklahoma,1998,4,"2,529,879","1,628,557",64.4,"1,563,091",61.8,"65,466",4
41,Oregon,1998,4,"2,574,050","1,774,188",68.9,"1,676,689",65.1,"97,499",5.5
42,Pennsylvania,1998,4,"9,433,002","6,060,516",64.2,"5,776,248",61.2,"284,268",4.7
44,Rhode Island,1998,4,"798,826","530,306",66.4,"505,405",63.3,"24,901",4.7
45,South Carolina,1998,4,"2,935,797","1,928,531",65.7,"1,863,316",63.5,"65,215",3.4
46,South Dakota,1998,4,"550,883","396,531",72,"385,107",69.9,"11,424",2.9
47,Tennessee,1998,4,"4,261,508","2,794,942",65.6,"2,673,222",62.7,"121,720",4.4
48,Texas,1998,4,"14,576,135","10,064,726",69,"9,570,244",65.7,"494,482",4.9
49,Utah,1998,4,"1,517,842","1,097,519",72.3,"1,058,480",69.7,"39,039",3.6
50,Vermont,1998,4,"462,437","332,966",72,"321,059",69.4,"11,907",3.6
51,Virginia,1998,4,"5,157,765","3,480,180",67.5,"3,385,486",65.6,"94,694",2.7
53,Washington,1998,4,"4,333,320","3,017,192",69.6,"2,875,859",66.4,"141,333",4.7
54,West Virginia,1998,4,"1,434,649","794,517",55.4,"740,850",51.6,"53,667",6.8
55,Wisconsin,1998,4,"4,007,549","2,968,396",74.1,"2,875,367",71.7,"93,029",3.1
56,Wyoming,1998,4,"366,148","259,339",70.8,"247,102",67.5,"12,237",4.7
1,Alabama,1998,5,"3,339,010","2,141,884",64.1,"2,047,919",61.3,"93,965",4.4
2,Alaska,1998,5,"426,129","314,745",73.9,"295,036",69.2,"19,709",6.3
4,Arizona,1998,5,"3,669,163","2,372,072",64.6,"2,271,841",61.9,"100,231",4.2
5,Arkansas,1998,5,"1,978,589","1,242,776",62.8,"1,179,908",59.6,"62,868",5.1
6,California,1998,5,"24,211,244","16,129,830",66.6,"15,170,968",62.7,"958,862",5.9
37,Los Angeles County,1998,5,"6,835,408","4,540,000",66.4,"4,244,887",62.1,"295,113",6.5
8,Colorado,1998,5,"3,100,728","2,299,483",74.2,"2,213,985",71.4,"85,498",3.7
9,Connecticut,1998,5,"2,571,771","1,738,261",67.6,"1,679,988",65.3,"58,273",3.4
10,Delaware,1998,5,"580,683","395,885",68.2,"381,487",65.7,"14,398",3.6
11,District of Columbia,1998,5,"451,926","293,645",65,"268,785",59.5,"24,860",8.5
12,Florida,1998,5,"12,026,877","7,519,936",62.5,"7,182,224",59.7,"337,712",4.5
13,Georgia,1998,5,"5,836,098","4,036,397",69.2,"3,866,185",66.2,"170,212",4.2
15,Hawaii,1998,5,"895,247","601,843",67.2,"566,948",63.3,"34,895",5.8
16,Idaho,1998,5,"914,013","649,061",71,"615,193",67.3,"33,868",5.2
17,Illinois,1998,5,"9,220,141","6,309,017",68.4,"6,036,283",65.5,"272,734",4.3
18,Indiana,1998,5,"4,534,306","3,113,346",68.7,"3,023,721",66.7,"89,625",2.9
19,Iowa,1998,5,"2,212,138","1,593,131",72,"1,548,111",70,"45,020",2.8
20,Kansas,1998,5,"1,972,193","1,395,909",70.8,"1,344,113",68.2,"51,796",3.7
21,Kentucky,1998,5,"3,031,028","1,920,728",63.4,"1,834,861",60.5,"85,867",4.5
22,Louisiana,1998,5,"3,260,151","2,033,150",62.4,"1,919,030",58.9,"114,120",5.6
23,Maine,1998,5,"974,660","652,405",66.9,"623,573",64,"28,832",4.4
24,Maryland,1998,5,"3,914,292","2,762,667",70.6,"2,641,936",67.5,"120,731",4.4
25,Massachusetts,1998,5,"4,848,997","3,318,187",68.4,"3,206,369",66.1,"111,818",3.4
26,Michigan,1998,5,"7,427,676","5,007,138",67.4,"4,819,210",64.9,"187,928",3.8
27,Minnesota,1998,5,"3,619,191","2,714,847",75,"2,644,318",73.1,"70,529",2.6
28,Mississippi,1998,5,"2,065,291","1,276,162",61.8,"1,209,030",58.5,"67,132",5.3
29,Missouri,1998,5,"4,159,737","2,947,537",70.9,"2,822,199",67.8,"125,338",4.3
30,Montana,1998,5,"675,593","460,797",68.2,"434,964",64.4,"25,833",5.6
31,Nebraska,1998,5,"1,264,619","924,666",73.1,"902,220",71.3,"22,446",2.4
32,Nevada,1998,5,"1,406,487","967,598",68.8,"925,982",65.8,"41,616",4.3
33,New Hampshire,1998,5,"918,668","658,256",71.7,"640,026",69.7,"18,230",2.8
34,New Jersey,1998,5,"6,345,002","4,229,783",66.7,"4,033,667",63.6,"196,116",4.6
35,New Mexico,1998,5,"1,314,436","835,215",63.5,"782,420",59.5,"52,795",6.3
36,New York,1998,5,"14,370,169","9,059,821",63,"8,553,281",59.5,"506,540",5.6
51000,New York city,1998,5,"6,069,531","3,553,843",58.6,"3,273,740",53.9,"280,103",7.9
37,North Carolina,1998,5,"5,927,195","3,962,241",66.8,"3,819,384",64.4,"142,857",3.6
38,North Dakota,1998,5,"486,270","347,241",71.4,"337,373",69.4,"9,868",2.8
39,Ohio,1998,5,"8,569,867","5,702,787",66.5,"5,458,356",63.7,"244,431",4.3
40,Oklahoma,1998,5,"2,531,068","1,631,779",64.5,"1,564,462",61.8,"67,317",4.1
41,Oregon,1998,5,"2,577,320","1,776,171",68.9,"1,677,113",65.1,"99,058",5.6
42,Pennsylvania,1998,5,"9,434,612","6,058,186",64.2,"5,775,968",61.2,"282,218",4.7
44,Rhode Island,1998,5,"799,314","530,200",66.3,"505,890",63.3,"24,310",4.6
45,South Carolina,1998,5,"2,939,775","1,932,842",65.7,"1,866,196",63.5,"66,646",3.4
46,South Dakota,1998,5,"550,972","396,904",72,"385,525",70,"11,379",2.9
47,Tennessee,1998,5,"4,266,103","2,800,115",65.6,"2,679,306",62.8,"120,809",4.3
48,Texas,1998,5,"14,599,737","10,091,522",69.1,"9,590,282",65.7,"501,240",5
49,Utah,1998,5,"1,521,290","1,100,531",72.3,"1,060,904",69.7,"39,627",3.6
50,Vermont,1998,5,"462,461","333,653",72.1,"321,795",69.6,"11,858",3.6
51,Virginia,1998,5,"5,161,892","3,488,292",67.6,"3,393,675",65.7,"94,617",2.7
53,Washington,1998,5,"4,339,563","3,023,126",69.7,"2,880,723",66.4,"142,403",4.7
54,West Virginia,1998,5,"1,434,525","794,971",55.4,"741,453",51.7,"53,518",6.7
55,Wisconsin,1998,5,"4,010,004","2,967,088",74,"2,872,940",71.6,"94,148",3.2
56,Wyoming,1998,5,"366,169","259,827",71,"247,451",67.6,"12,376",4.8
1,Alabama,1998,6,"3,341,813","2,141,637",64.1,"2,046,918",61.3,"94,719",4.4
2,Alaska,1998,6,"426,121","314,947",73.9,"295,026",69.2,"19,921",6.3
4,Arizona,1998,6,"3,676,947","2,381,871",64.8,"2,281,558",62.1,"100,313",4.2
5,Arkansas,1998,6,"1,980,001","1,244,120",62.8,"1,181,368",59.7,"62,752",5
6,California,1998,6,"24,249,336","16,161,125",66.6,"15,199,560",62.7,"961,565",5.9
37,Los Angeles County,1998,6,"6,843,417","4,545,283",66.4,"4,247,344",62.1,"297,939",6.6
8,Colorado,1998,6,"3,106,705","2,305,772",74.2,"2,219,338",71.4,"86,434",3.7
9,Connecticut,1998,6,"2,572,234","1,739,265",67.6,"1,682,740",65.4,"56,525",3.2
10,Delaware,1998,6,"580,759","396,726",68.3,"382,277",65.8,"14,449",3.6
11,District of Columbia,1998,6,"452,292","293,544",64.9,"268,936",59.5,"24,608",8.4
12,Florida,1998,6,"12,046,232","7,533,239",62.5,"7,197,974",59.8,"335,265",4.5
13,Georgia,1998,6,"5,847,109","4,044,437",69.2,"3,874,235",66.3,"170,202",4.2
15,Hawaii,1998,6,"895,378","602,796",67.3,"567,446",63.4,"35,350",5.9
16,Idaho,1998,6,"916,013","650,977",71.1,"617,144",67.4,"33,833",5.2
17,Illinois,1998,6,"9,226,389","6,316,947",68.5,"6,043,702",65.5,"273,245",4.3
18,Indiana,1998,6,"4,536,873","3,113,932",68.6,"3,023,396",66.6,"90,536",2.9
19,Iowa,1998,6,"2,212,466","1,593,434",72,"1,548,176",70,"45,258",2.8
20,Kansas,1998,6,"1,974,205","1,398,677",70.8,"1,346,340",68.2,"52,337",3.7
21,Kentucky,1998,6,"3,033,078","1,922,136",63.4,"1,835,563",60.5,"86,573",4.5
22,Louisiana,1998,6,"3,261,172","2,037,278",62.5,"1,921,216",58.9,"116,062",5.7
23,Maine,1998,6,"974,637","653,322",67,"624,491",64.1,"28,831",4.4
24,Maryland,1998,6,"3,917,117","2,761,513",70.5,"2,641,992",67.4,"119,521",4.3
25,Massachusetts,1998,6,"4,851,987","3,324,392",68.5,"3,213,227",66.2,"111,165",3.3
26,Michigan,1998,6,"7,429,376","5,009,284",67.4,"4,820,253",64.9,"189,031",3.8
27,Minnesota,1998,6,"3,622,876","2,715,894",75,"2,645,378",73,"70,516",2.6
28,Mississippi,1998,6,"2,067,393","1,275,846",61.7,"1,208,831",58.5,"67,015",5.3
29,Missouri,1998,6,"4,162,319","2,947,890",70.8,"2,824,966",67.9,"122,924",4.2
30,Montana,1998,6,"675,559","461,631",68.3,"435,769",64.5,"25,862",5.6
31,Nebraska,1998,6,"1,265,863","925,725",73.1,"902,928",71.3,"22,797",2.5
32,Nevada,1998,6,"1,411,413","972,729",68.9,"931,512",66,"41,217",4.2
33,New Hampshire,1998,6,"919,764","659,967",71.8,"641,858",69.8,"18,109",2.7
34,New Jersey,1998,6,"6,349,180","4,228,933",66.6,"4,037,199",63.6,"191,734",4.5
35,New Mexico,1998,6,"1,316,648","835,866",63.5,"782,940",59.5,"52,926",6.3
36,New York,1998,6,"14,378,250","9,062,760",63,"8,562,593",59.6,"500,167",5.5
51000,New York city,1998,6,"6,074,961","3,554,232",58.5,"3,278,462",54,"275,770",7.8
37,North Carolina,1998,6,"5,936,683","3,966,610",66.8,"3,825,834",64.4,"140,776",3.5
38,North Dakota,1998,6,"486,342","346,936",71.3,"336,873",69.3,"10,063",2.9
39,Ohio,1998,6,"8,571,797","5,702,210",66.5,"5,455,660",63.6,"246,550",4.3
40,Oklahoma,1998,6,"2,533,257","1,634,873",64.5,"1,565,963",61.8,"68,910",4.2
41,Oregon,1998,6,"2,579,591","1,777,991",68.9,"1,677,324",65,"100,667",5.7
42,Pennsylvania,1998,6,"9,436,222","6,058,038",64.2,"5,776,457",61.2,"281,581",4.6
44,Rhode Island,1998,6,"800,803","530,438",66.2,"506,561",63.3,"23,877",4.5
45,South Carolina,1998,6,"2,943,753","1,937,969",65.8,"1,869,127",63.5,"68,842",3.6
46,South Dakota,1998,6,"551,061","397,404",72.1,"386,082",70.1,"11,322",2.8
47,Tennessee,1998,6,"4,270,698","2,806,184",65.7,"2,685,713",62.9,"120,471",4.3
48,Texas,1998,6,"14,623,338","10,118,364",69.2,"9,609,464",65.7,"508,900",5
49,Utah,1998,6,"1,523,739","1,103,385",72.4,"1,063,320",69.8,"40,065",3.6
50,Vermont,1998,6,"463,486","334,319",72.1,"322,519",69.6,"11,800",3.5
51,Virginia,1998,6,"5,166,020","3,497,375",67.7,"3,401,813",65.8,"95,562",2.7
53,Washington,1998,6,"4,345,807","3,029,648",69.7,"2,885,227",66.4,"144,421",4.8
54,West Virginia,1998,6,"1,434,402","795,397",55.5,"741,976",51.7,"53,421",6.7
55,Wisconsin,1998,6,"4,012,460","2,966,613",73.9,"2,870,282",71.5,"96,331",3.2
56,Wyoming,1998,6,"367,191","260,287",70.9,"247,766",67.5,"12,521",4.8
1,Alabama,1998,7,"3,344,615","2,141,431",64,"2,045,672",61.2,"95,759",4.5
2,Alaska,1998,7,"426,112","315,238",74,"295,090",69.3,"20,148",6.4
4,Arizona,1998,7,"3,684,730","2,392,194",64.9,"2,291,444",62.2,"100,750",4.2
5,Arkansas,1998,7,"1,981,413","1,245,540",62.9,"1,182,653",59.7,"62,887",5
6,California,1998,7,"24,286,428","16,193,744",66.7,"15,227,742",62.7,"966,002",6
37,Los Angeles County,1998,7,"6,851,326","4,552,104",66.4,"4,251,103",62,"301,001",6.6
8,Colorado,1998,7,"3,111,683","2,311,565",74.3,"2,224,574",71.5,"86,991",3.8
9,Connecticut,1998,7,"2,572,697","1,740,286",67.6,"1,685,295",65.5,"54,991",3.2
10,Delaware,1998,7,"581,835","397,381",68.3,"382,939",65.8,"14,442",3.6
11,District of Columbia,1998,7,"452,657","293,302",64.8,"268,873",59.4,"24,429",8.3
12,Florida,1998,7,"12,065,588","7,549,448",62.6,"7,215,568",59.8,"333,880",4.4
13,Georgia,1998,7,"5,857,120","4,052,507",69.2,"3,882,007",66.3,"170,500",4.2
15,Hawaii,1998,7,"896,509","603,659",67.3,"567,868",63.3,"35,791",5.9
16,Idaho,1998,7,"917,013","652,996",71.2,"619,014",67.5,"33,982",5.2
17,Illinois,1998,7,"9,232,638","6,329,871",68.6,"6,052,083",65.6,"277,788",4.4
18,Indiana,1998,7,"4,539,441","3,116,461",68.7,"3,023,836",66.6,"92,625",3
19,Iowa,1998,7,"2,213,794","1,593,919",72,"1,548,456",69.9,"45,463",2.9
20,Kansas,1998,7,"1,975,217","1,401,480",71,"1,348,633",68.3,"52,847",3.8
21,Kentucky,1998,7,"3,036,127","1,923,442",63.4,"1,836,210",60.5,"87,232",4.5
22,Louisiana,1998,7,"3,263,193","2,038,860",62.5,"1,921,925",58.9,"116,935",5.7
23,Maine,1998,7,"975,614","654,711",67.1,"625,579",64.1,"29,132",4.4
24,Maryland,1998,7,"3,918,941","2,760,794",70.4,"2,642,589",67.4,"118,205",4.3
25,Massachusetts,1998,7,"4,854,977","3,332,005",68.6,"3,220,989",66.3,"111,016",3.3
26,Michigan,1998,7,"7,432,076","4,979,160",67,"4,745,637",63.9,"233,523",4.7
27,Minnesota,1998,7,"3,625,561","2,716,661",74.9,"2,645,299",73,"71,362",2.6
28,Mississippi,1998,7,"2,068,495","1,275,623",61.7,"1,208,629",58.4,"66,994",5.3
29,Missouri,1998,7,"4,164,900","2,948,122",70.8,"2,827,848",67.9,"120,274",4.1
30,Montana,1998,7,"676,526","462,725",68.4,"436,714",64.6,"26,011",5.6
31,Nebraska,1998,7,"1,266,107","926,918",73.2,"903,630",71.4,"23,288",2.5
32,Nevada,1998,7,"1,416,338","977,761",69,"936,882",66.1,"40,879",4.2
33,New Hampshire,1998,7,"920,859","661,844",71.9,"643,684",69.9,"18,160",2.7
34,New Jersey,1998,7,"6,354,358","4,229,040",66.6,"4,040,407",63.6,"188,633",4.5
35,New Mexico,1998,7,"1,317,860","836,235",63.5,"783,246",59.4,"52,989",6.3
36,New York,1998,7,"14,386,331","9,069,095",63,"8,571,754",59.6,"497,341",5.5
51000,New York city,1998,7,"6,080,291","3,557,158",58.5,"3,283,190",54,"273,968",7.7
37,North Carolina,1998,7,"5,946,170","3,971,327",66.8,"3,832,107",64.4,"139,220",3.5
38,North Dakota,1998,7,"486,414","346,759",71.3,"336,453",69.2,"10,306",3
39,Ohio,1998,7,"8,573,726","5,704,868",66.5,"5,455,407",63.6,"249,461",4.4
40,Oklahoma,1998,7,"2,535,445","1,637,493",64.6,"1,567,582",61.8,"69,911",4.3
41,Oregon,1998,7,"2,582,861","1,779,566",68.9,"1,677,361",64.9,"102,205",5.7
42,Pennsylvania,1998,7,"9,437,832","6,059,297",64.2,"5,777,102",61.2,"282,195",4.7
44,Rhode Island,1998,7,"801,291","531,068",66.3,"507,446",63.3,"23,622",4.4
45,South Carolina,1998,7,"2,947,731","1,943,441",65.9,"1,872,018",63.5,"71,423",3.7
46,South Dakota,1998,7,"551,150","398,003",72.2,"386,697",70.2,"11,306",2.8
47,Tennessee,1998,7,"4,274,293","2,812,514",65.8,"2,692,034",63,"120,480",4.3
48,Texas,1998,7,"14,647,939","10,142,571",69.2,"9,627,400",65.7,"515,171",5.1
49,Utah,1998,7,"1,526,187","1,105,990",72.5,"1,065,655",69.8,"40,335",3.6
50,Vermont,1998,7,"463,510","334,864",72.2,"323,164",69.7,"11,700",3.5
51,Virginia,1998,7,"5,170,148","3,506,102",67.8,"3,408,878",65.9,"97,224",2.8
53,Washington,1998,7,"4,353,050","3,036,139",69.7,"2,888,825",66.4,"147,314",4.9
54,West Virginia,1998,7,"1,434,278","795,657",55.5,"742,372",51.8,"53,285",6.7
55,Wisconsin,1998,7,"4,013,915","2,965,905",73.9,"2,866,954",71.4,"98,951",3.3
56,Wyoming,1998,7,"367,212","260,703",71,"248,052",67.6,"12,651",4.9
1,Alabama,1998,8,"3,346,417","2,141,496",64,"2,044,872",61.1,"96,624",4.5
2,Alaska,1998,8,"427,103","315,551",73.9,"295,260",69.1,"20,291",6.4
4,Arizona,1998,8,"3,691,514","2,403,044",65.1,"2,301,473",62.3,"101,571",4.2
5,Arkansas,1998,8,"1,983,824","1,246,904",62.9,"1,183,779",59.7,"63,125",5.1
6,California,1998,8,"24,326,519","16,225,922",66.7,"15,257,102",62.7,"968,820",6
37,Los Angeles County,1998,8,"6,860,735","4,558,863",66.4,"4,255,701",62,"303,162",6.6
8,Colorado,1998,8,"3,119,660","2,316,791",74.3,"2,229,897",71.5,"86,894",3.8
9,Connecticut,1998,8,"2,573,160","1,741,524",67.7,"1,687,975",65.6,"53,549",3.1
10,Delaware,1998,8,"582,911","397,826",68.2,"383,510",65.8,"14,316",3.6
11,District of Columbia,1998,8,"453,023","293,067",64.7,"268,837",59.3,"24,230",8.3
12,Florida,1998,8,"12,085,943","7,568,241",62.6,"7,235,880",59.9,"332,361",4.4
13,Georgia,1998,8,"5,868,131","4,060,920",69.2,"3,890,472",66.3,"170,448",4.2
15,Hawaii,1998,8,"896,641","604,333",67.4,"568,279",63.4,"36,054",6
16,Idaho,1998,8,"919,013","654,956",71.3,"620,769",67.5,"34,187",5.2
17,Illinois,1998,8,"9,238,887","6,345,473",68.7,"6,062,120",65.6,"283,353",4.5
18,Indiana,1998,8,"4,542,008","3,120,931",68.7,"3,026,004",66.6,"94,927",3
19,Iowa,1998,8,"2,214,122","1,594,464",72,"1,548,812",70,"45,652",2.9
20,Kansas,1998,8,"1,977,229","1,404,032",71,"1,350,963",68.3,"53,069",3.8
21,Kentucky,1998,8,"3,038,177","1,924,829",63.4,"1,837,170",60.5,"87,659",4.6
22,Louisiana,1998,8,"3,265,215","2,037,809",62.4,"1,921,421",58.8,"116,388",5.7
23,Maine,1998,8,"976,591","656,352",67.2,"627,023",64.2,"29,329",4.5
24,Maryland,1998,8,"3,922,766","2,760,627",70.4,"2,644,420",67.4,"116,207",4.2
25,Massachusetts,1998,8,"4,857,967","3,340,295",68.8,"3,229,203",66.5,"111,092",3.3
26,Michigan,1998,8,"7,435,776","5,022,617",67.5,"4,826,928",64.9,"195,689",3.9
27,Minnesota,1998,8,"3,631,246","2,717,879",74.8,"2,645,321",72.8,"72,558",2.7
28,Mississippi,1998,8,"2,070,597","1,275,662",61.6,"1,208,693",58.4,"66,969",5.2
29,Missouri,1998,8,"4,168,482","2,947,973",70.7,"2,830,846",67.9,"117,127",4
30,Montana,1998,8,"676,492","463,926",68.6,"437,734",64.7,"26,192",5.6
31,Nebraska,1998,8,"1,267,351","928,200",73.2,"904,319",71.4,"23,881",2.6
32,Nevada,1998,8,"1,421,264","982,659",69.1,"942,138",66.3,"40,521",4.1
33,New Hampshire,1998,8,"921,955","664,019",72,"645,659",70,"18,360",2.8
34,New Jersey,1998,8,"6,358,536","4,230,394",66.5,"4,043,764",63.6,"186,630",4.4
35,New Mexico,1998,8,"1,319,072","836,343",63.4,"783,544",59.4,"52,799",6.3
36,New York,1998,8,"14,395,412","9,077,460",63.1,"8,580,999",59.6,"496,461",5.5
51000,New York city,1998,8,"6,085,421","3,562,248",58.5,"3,288,284",54,"273,964",7.7
37,North Carolina,1998,8,"5,954,657","3,976,374",66.8,"3,838,501",64.5,"137,873",3.5
38,North Dakota,1998,8,"486,486","346,673",71.3,"336,114",69.1,"10,559",3
39,Ohio,1998,8,"8,576,655","5,709,791",66.6,"5,457,965",63.6,"251,826",4.4
40,Oklahoma,1998,8,"2,538,634","1,639,860",64.6,"1,569,705",61.8,"70,155",4.3
41,Oregon,1998,8,"2,586,132","1,780,897",68.9,"1,677,482",64.9,"103,415",5.8
42,Pennsylvania,1998,8,"9,441,442","6,061,663",64.2,"5,778,427",61.2,"283,236",4.7
44,Rhode Island,1998,8,"801,779","532,075",66.4,"508,552",63.4,"23,523",4.4
45,South Carolina,1998,8,"2,951,709","1,948,792",66,"1,875,149",63.5,"73,643",3.8
46,South Dakota,1998,8,"552,239","398,681",72.2,"387,363",70.1,"11,318",2.8
47,Tennessee,1998,8,"4,278,888","2,818,788",65.9,"2,698,245",63.1,"120,543",4.3
48,Texas,1998,8,"14,673,541","10,162,921",69.3,"9,645,403",65.7,"517,518",5.1
49,Utah,1998,8,"1,528,636","1,108,415",72.5,"1,067,983",69.9,"40,432",3.6
50,Vermont,1998,8,"464,534","335,332",72.2,"323,800",69.7,"11,532",3.4
51,Virginia,1998,8,"5,177,275","3,513,986",67.9,"3,415,142",66,"98,844",2.8
53,Washington,1998,8,"4,358,293","3,042,244",69.8,"2,892,135",66.4,"150,109",4.9
54,West Virginia,1998,8,"1,434,155","795,859",55.5,"742,791",51.8,"53,068",6.7
55,Wisconsin,1998,8,"4,017,371","2,965,044",73.8,"2,863,841",71.3,"101,203",3.4
56,Wyoming,1998,8,"367,234","261,075",71.1,"248,354",67.6,"12,721",4.9
1,Alabama,1998,9,"3,348,219","2,142,100",64,"2,044,910",61.1,"97,190",4.5
2,Alaska,1998,9,"427,095","315,921",74,"295,561",69.2,"20,360",6.4
4,Arizona,1998,9,"3,699,298","2,414,525",65.3,"2,311,749",62.5,"102,776",4.3
5,Arkansas,1998,9,"1,986,236","1,248,337",62.8,"1,185,046",59.7,"63,291",5.1
6,California,1998,9,"24,366,611","16,256,955",66.7,"15,288,403",62.7,"968,552",6
37,Los Angeles County,1998,9,"6,870,244","4,563,929",66.4,"4,259,966",62,"303,963",6.7
8,Colorado,1998,9,"3,126,638","2,321,189",74.2,"2,235,298",71.5,"85,891",3.7
9,Connecticut,1998,9,"2,574,623","1,743,017",67.7,"1,690,862",65.7,"52,155",3
10,Delaware,1998,9,"582,987","398,078",68.3,"384,022",65.9,"14,056",3.5
11,District of Columbia,1998,9,"453,389","293,150",64.7,"269,186",59.4,"23,964",8.2
12,Florida,1998,9,"12,105,298","7,588,751",62.7,"7,258,379",60,"330,372",4.4
13,Georgia,1998,9,"5,879,142","4,069,995",69.2,"3,900,046",66.3,"169,949",4.2
15,Hawaii,1998,9,"896,772","604,728",67.4,"568,655",63.4,"36,073",6
16,Idaho,1998,9,"920,013","656,607",71.4,"622,278",67.6,"34,329",5.2
17,Illinois,1998,9,"9,246,136","6,361,241",68.8,"6,073,939",65.7,"287,302",4.5
18,Indiana,1998,9,"4,545,576","3,126,488",68.8,"3,029,840",66.7,"96,648",3.1
19,Iowa,1998,9,"2,215,451","1,594,932",72,"1,549,048",69.9,"45,884",2.9
20,Kansas,1998,9,"1,978,241","1,406,182",71.1,"1,353,296",68.4,"52,886",3.8
21,Kentucky,1998,9,"3,041,227","1,926,663",63.4,"1,838,697",60.5,"87,966",4.6
22,Louisiana,1998,9,"3,267,236","2,035,414",62.3,"1,920,619",58.8,"114,795",5.6
23,Maine,1998,9,"977,567","658,050",67.3,"628,870",64.3,"29,180",4.4
24,Maryland,1998,9,"3,926,591","2,761,136",70.3,"2,647,697",67.4,"113,439",4.1
25,Massachusetts,1998,9,"4,862,957","3,348,186",68.9,"3,236,949",66.6,"111,237",3.3
26,Michigan,1998,9,"7,440,475","5,032,502",67.6,"4,833,601",65,"198,901",4
27,Minnesota,1998,9,"3,635,931","2,720,080",74.8,"2,646,511",72.8,"73,569",2.7
28,Mississippi,1998,9,"2,071,699","1,275,832",61.6,"1,209,124",58.4,"66,708",5.2
29,Missouri,1998,9,"4,172,063","2,947,318",70.6,"2,833,971",67.9,"113,347",3.8
30,Montana,1998,9,"677,458","465,058",68.6,"438,721",64.8,"26,337",5.7
31,Nebraska,1998,9,"1,268,594","929,417",73.3,"904,967",71.3,"24,450",2.6
32,Nevada,1998,9,"1,426,189","987,398",69.2,"947,296",66.4,"40,102",4.1
33,New Hampshire,1998,9,"923,051","666,474",72.2,"647,805",70.2,"18,669",2.8
34,New Jersey,1998,9,"6,362,715","4,233,575",66.5,"4,048,245",63.6,"185,330",4.4
35,New Mexico,1998,9,"1,320,285","836,342",63.3,"784,008",59.4,"52,334",6.3
36,New York,1998,9,"14,404,493","9,086,383",63.1,"8,590,251",59.6,"496,132",5.5
51000,New York city,1998,9,"6,090,751","3,568,689",58.6,"3,294,133",54.1,"274,556",7.7
37,North Carolina,1998,9,"5,964,144","3,982,338",66.8,"3,845,858",64.5,"136,480",3.4
38,North Dakota,1998,9,"486,558","346,655",71.2,"335,860",69,"10,795",3.1
39,Ohio,1998,9,"8,579,585","5,715,893",66.6,"5,462,883",63.7,"253,010",4.4
40,Oklahoma,1998,9,"2,540,823","1,642,299",64.6,"1,572,521",61.9,"69,778",4.2
41,Oregon,1998,9,"2,589,402","1,782,215",68.8,"1,677,993",64.8,"104,222",5.8
